,CODGEO\DEP,medecins,population,FCA,desert_medical
1036,93079,0.0,13433.0,8.33789847811886e-05,False
1037,94001,0.0,5906.0,7.503842127447317e-05,False
1038,94002,2.0,45151.0,8.80841818821889e-05,False
1039,94003,0.0,21840.0,8.723274158076921e-05,False
1040,94004,0.0,17286.0,7.101806957097488e-05,False
1041,94011,0.0,18424.0,7.873470860948216e-05,False
1042,94015,3.0,17592.0,8.507708960836234e-05,False
1043,94016,1.0,30214.0,8.936169130087481e-05,False
1044,94017,15.0,77439.0,9.840063833507602e-05,False
1045,94018,7.0,29632.0,9.332539682955952e-05,False
1046,94019,0.0,18011.0,7.758007805085748e-05,False
1047,94021,1.0,20372.0,8.460820187510142e-05,False
1048,94022,1.0,46229.0,8.255929305465619e-05,False
1049,94028,3.0,92566.0,8.199548774141574e-05,False
1050,94033,4.0,51386.0,8.689199788020036e-05,False
1051,94034,1.0,28556.0,9.157304200380698e-05,False
1052,94037,2.0,18813.0,8.985605912751459e-05,False
1053,94038,1.0,31647.0,8.623671024632342e-05,False
1054,94041,2.0,64016.0,9.431784044752463e-05,False
1055,94042,1.0,19128.0,9.073608341753776e-05,False
1056,94043,2.0,24513.0,9.103161794744235e-05,False
1057,94044,2.0,28290.0,7.627160272096317e-05,False
1058,94046,2.0,57639.0,8.731819861807333e-05,False
1059,94047,0.0,4788.0,6.778514371841785e-05,False
1060,94048,0.0,4737.0,6.772676643799745e-05,False
1061,94052,9.0,33578.0,9.356210336261513e-05,False
1062,94053,0.0,4602.0,6.935450612196976e-05,False
1063,94054,1.0,24361.0,7.816716788520299e-05,False
1064,94055,0.0,10528.0,7.356264526096067e-05,False
1065,94056,0.0,2707.0,6.803852842397273e-05,False
1066,94058,3.0,33697.0,8.713562204615345e-05,False
1067,94059,2.0,19651.0,7.613711642062506e-05,False
1068,94060,0.0,12148.0,7.133819843069612e-05,False
1069,94065,0.0,5625.0,8.051267182793152e-05,False
1070,94067,2.0,21991.0,9.318660593236437e-05,False
1071,94068,13.0,74520.0,9.872949002788327e-05,False
1072,94069,0.0,14560.0,9.23734817201177e-05,False
1073,94070,1.0,3994.0,6.688115859572729e-05,False
1074,94071,3.0,27040.0,7.548518322425589e-05,False
1075,94073,2.0,30788.0,8.3509568507647e-05,False
1076,94074,0.0,14538.0,7.467109345882952e-05,False
1077,94075,3.0,11846.0,7.40891551597684e-05,False
1078,94076,4.0,56349.0,9.005540614652843e-05,False
1079,94077,1.0,21411.0,7.699070293097851e-05,False
1080,94078,4.0,34845.0,7.963933709747652e-05,False
1081,94079,2.0,29672.0,7.988811369066198e-05,False
1082,94080,5.0,49697.0,9.624508685468657e-05,False
1083,94081,8.0,95649.0,9.26869193265967e-05,False
1084,95002,0.0,1105.0,4.6364943500461175e-05,False
1085,95008,0.0,879.0,4.102184242747511e-05,False
1086,95011,0.0,394.0,4.046455557529802e-05,False
1087,95012,0.0,206.0,3.934054856725809e-05,False
1088,95014,0.0,2703.0,6.638321272983024e-05,False
1089,95018,3.0,108567.0,8.38891158807952e-05,False
1090,95019,2.0,14364.0,7.552427976759908e-05,False
1091,95023,0.0,630.0,4.770119128176218e-05,False
1092,95024,0.0,271.0,4.0798703867447276e-05,False
1093,95026,0.0,3083.0,5.008268020286294e-05,False
1094,95028,0.0,1695.0,5.6266339236116086e-05,False
1095,95039,0.0,6792.0,5.511452590079162e-05,False
1096,95040,0.0,860.0,4.361436234441501e-05,False
1097,95042,0.0,1893.0,5.3780594246124927e-05,False
1098,95046,0.0,149.0,4.125380641071376e-05,False
1099,95051,1.0,8900.0,6.529049311882565e-05,False
1100,95052,2.0,9572.0,5.600135811662832e-05,False
1101,95054,0.0,214.0,4.2519143919166546e-05,False
1102,95055,0.0,473.0,4.7012008507602774e-05,False
1103,95056,0.0,2217.0,5.276408978284196e-05,False
1104,95058,0.0,2743.0,5.0445428712685126e-05,False
1105,95059,0.0,362.0,4.788935941579458e-05,False
1106,95060,0.0,7876.0,5.710937991449688e-05,False
1107,95061,0.0,409.0,5.45826795125718e-05,False
1108,95063,4.0,31866.0,9.02312711734886e-05,False
1109,95074,0.0,855.0,5.6570046333282204e-05,False
1110,95078,0.0,1934.0,5.194366068810676e-05,False
1111,95088,0.0,1158.0,7.528032715330627e-05,False
1112,95091,0.0,6596.0,5.9284381531070135e-05,False
1113,95094,0.0,303.0,6.323173480173007e-05,False
1114,95101,0.0,966.0,3.921568453805881e-05,False
1115,95102,0.0,420.0,4.6473073673392935e-05,False
1116,95110,0.0,221.0,4.301005498046584e-05,False
1117,95116,0.0,4367.0,4.907106328211477e-05,False
1118,95119,0.0,320.0,4.1525229234521495e-05,False
1119,95120,0.0,2266.0,5.378886797010341e-05,False
1120,95127,1.0,67790.0,5.871814784494753e-05,False
1121,95134,0.0,5019.0,5.546444318715328e-05,False
1122,95139,0.0,322.0,4.2103387843936654e-05,False
1123,95141,0.0,36.0,4.235127260292437e-05,False
1124,95142,0.0,2042.0,4.396386130777462e-05,False
1125,95144,0.0,77.0,5.03718491307898e-05,False
1126,95149,0.0,3230.0,5.156533717697683e-05,False
1127,95150,0.0,599.0,3.999542297329689e-05,False
1128,95151,0.0,297.0,5.5538380340442866e-05,False
1129,95154,0.0,308.0,5.193290891965768e-05,False
1130,95157,0.0,121.0,3.954195171946281e-05,False
1131,95166,0.0,473.0,4.230792588896118e-05,False
1132,95169,0.0,511.0,4.174482450161777e-05,False
1133,95170,0.0,544.0,4.991234645673658e-05,False
1134,95176,1.0,26074.0,7.344866225854941e-05,False
1135,95177,0.0,1298.0,4.815718673146914e-05,False
1136,95181,0.0,298.0,4.891385115542201e-05,False
1137,95183,0.0,6720.0,5.347086484451168e-05,False
1138,95197,0.0,22050.0,7.646431571379329e-05,False
1139,95199,3.0,15685.0,6.76296066354996e-05,False
1140,95203,0.0,25498.0,6.896128807127143e-05,False
1141,95205,0.0,7099.0,6.908706684347635e-05,False
1142,95210,3.0,11416.0,7.961899618051469e-05,False
1143,95211,0.0,2467.0,5.7580162522920795e-05,False
1144,95212,0.0,112.0,5.3090247230629146e-05,False
1145,95213,0.0,616.0,4.90185710141725e-05,False
1146,95214,0.0,66.0,5.527891609111775e-05,False
1147,95218,0.0,18317.0,6.0973274964417684e-05,False
1148,95219,5.0,29230.0,7.236174535969765e-05,False
1149,95229,0.0,9594.0,6.471912198587916e-05,False
1150,95241,0.0,2078.0,5.362099698315199e-05,False
1151,95250,1.0,9830.0,5.355600500213002e-05,False
1152,95252,1.0,37347.0,7.15216564907187e-05,False
1153,95253,0.0,515.0,4.536309353013536e-05,False
1154,95254,0.0,551.0,4.6278871916236436e-05,False
1155,95256,0.0,3346.0,5.5303422407163896e-05,False
1156,95257,0.0,4655.0,7.256372104142201e-05,False
1157,95258,0.0,349.0,4.9323480395480904e-05,False
1158,95268,3.0,43215.0,8.196379414493785e-05,False
1159,95270,0.0,537.0,4.008948649971322e-05,False
1160,95271,0.0,514.0,5.357293754738421e-05,False
1161,95277,2.0,25853.0,7.25575685567165e-05,False
1162,95280,2.0,30910.0,6.165177250028821e-05,False
1163,95282,0.0,156.0,4.2959687016292204e-05,False
1164,95287,0.0,698.0,4.786974828901121e-05,False
1165,95288,0.0,8474.0,7.457955431385529e-05,False
1166,95295,0.0,143.0,4.109440437560865e-05,False
1167,95298,0.0,566.0,4.7920221222378214e-05,False
1168,95301,0.0,290.0,3.912921805612008e-05,False
1169,95303,0.0,203.0,4.551234763001976e-05,False
1170,95304,0.0,281.0,4.949664349233603e-05,False
1171,95306,1.0,31747.0,6.778353705818973e-05,False
1172,95308,0.0,572.0,5.3278020147363826e-05,False
1173,95309,0.0,213.0,4.2552551585393044e-05,False
1174,95313,6.0,11723.0,6.86801725808854e-05,False
1175,95316,0.0,271.0,5.043864773453637e-05,False
1176,95323,0.0,17225.0,5.705274937286752e-05,False
1177,95328,0.0,644.0,4.93287496053993e-05,False
1178,95331,0.0,191.0,4.687145868394688e-05,False
1179,95341,0.0,382.0,5.290428176412494e-05,False
1180,95348,0.0,535.0,4.6595446349440715e-05,False
1181,95351,0.0,11356.0,5.594941612473201e-05,False
1182,95352,0.0,4828.0,5.121358819865211e-05,False
1183,95353,0.0,1830.0,5.4193237976759996e-05,False
1184,95355,1.0,5810.0,4.527395362009769e-05,False
1185,95365,0.0,718.0,5.059795340966416e-05,False
1186,95369,0.0,2830.0,6.577167292982267e-05,False
1187,95370,0.0,3438.0,4.4342278971871276e-05,False
1188,95371,0.0,5661.0,5.31291816470878e-05,False
1189,95379,0.0,193.0,4.012247814336358e-05,False
1190,95387,0.0,63.0,4.81929727824148e-05,False
1191,95388,0.0,5998.0,5.938112197688033e-05,False
1192,95392,0.0,5211.0,5.497808256676593e-05,False
1193,95394,0.0,9983.0,5.5288891524273e-05,False
1194,95395,0.0,907.0,6.106006091157216e-05,False
1195,95409,0.0,1264.0,5.993322336988114e-05,False
1196,95422,0.0,338.0,4.867923639920341e-05,False
1197,95424,1.0,22186.0,6.887801620960858e-05,False
1198,95426,0.0,2917.0,6.537718694845221e-05,False
1199,95427,1.0,14550.0,7.783470942086781e-05,False
1200,95428,2.0,21688.0,7.502553849080713e-05,False
1201,95429,0.0,398.0,4.014047817712925e-05,False
1202,95430,0.0,3703.0,5.3649362104364635e-05,False
1203,95436,0.0,1655.0,5.483166201295958e-05,False
1204,95438,0.0,116.0,4.210679437030368e-05,False
1205,95445,0.0,753.0,5.419590582672438e-05,False
1206,95446,0.0,1780.0,5.143742999630497e-05,False
1207,95447,0.0,229.0,4.4349392297092975e-05,False
1208,95450,0.0,2056.0,5.86831669617546e-05,False
1209,95452,0.0,868.0,5.4436423069528e-05,False
1210,95456,0.0,647.0,5.0480272610472666e-05,False
1211,95459,0.0,706.0,4.292723148758445e-05,False
1212,95462,0.0,322.0,4.0457969475099106e-05,False
1213,95476,3.0,17111.0,6.431805952926326e-05,False
1214,95480,0.0,5602.0,5.958893173667995e-05,False
1215,95483,0.0,531.0,4.307441521334538e-05,False
1216,95487,0.0,14029.0,5.411051156673145e-05,False
1217,95488,0.0,9734.0,6.181085171852057e-05,False
1218,95489,0.0,669.0,6.874960165662933e-05,False
1219,95491,0.0,8454.0,6.840965943202835e-05,False
1220,95492,0.0,82.0,6.166704481910007e-05,False
1221,95493,0.0,130.0,4.674364354050046e-05,False
1222,95500,8.0,31973.0,7.350665603205745e-05,False
1223,95504,0.0,3948.0,5.4818234105293855e-05,False
1224,95509,0.0,3583.0,5.460863254748102e-05,False
1225,95510,0.0,571.0,5.466019091256322e-05,False
1226,95523,0.0,479.0,3.8008732632288575e-05,False
1227,95527,0.0,2793.0,6.1242675854813e-05,False
1228,95529,0.0,874.0,5.094052328416281e-05,False
1229,95535,0.0,1103.0,4.8249644350760924e-05,False
1230,95539,0.0,15102.0,7.388203959858989e-05,False
1231,95541,0.0,993.0,4.169692422590906e-05,False
1232,95543,0.0,239.0,4.018946292159165e-05,False
1233,95554,0.0,891.0,4.2441230427246215e-05,False
1234,95555,2.0,20914.0,7.703766415960156e-05,False
1235,95563,0.0,16076.0,6.128657968087034e-05,False
1236,95566,0.0,2656.0,5.290177287665031e-05,False
1237,95572,0.0,24743.0,6.932476038185267e-05,False
1238,95574,0.0,7220.0,6.35482700561594e-05,False
1239,95580,0.0,2439.0,5.2344563781027416e-05,False
1240,95582,0.0,26524.0,7.437533300076491e-05,False
1241,95584,0.0,663.0,4.255863410431323e-05,False
1242,95585,14.0,58483.0,8.946179756331211e-05,False
1243,95592,0.0,1297.0,4.773357646195651e-05,False
1244,95594,0.0,1038.0,5.087597152998581e-05,False
1245,95598,0.0,18061.0,7.183107994532432e-05,False
1246,95604,0.0,4276.0,5.23590636516793e-05,False
1247,95607,0.0,26607.0,5.894619222881903e-05,False
1248,95610,0.0,301.0,4.355739994184256e-05,False
1249,95611,0.0,53.0,4.734303622180935e-05,False
1250,95612,0.0,4597.0,6.56814817932296e-05,False
1251,95625,0.0,1339.0,4.3989208394288197e-05,False
1252,95627,0.0,594.0,4.812557270112779e-05,False
1253,95628,0.0,1222.0,5.407931993717563e-05,False
1254,95633,0.0,101.0,6.458066502096476e-05,False
1255,95637,0.0,16020.0,5.6225302489554934e-05,False
1256,95641,0.0,2710.0,4.91303842959751e-05,False
1257,95651,0.0,885.0,3.905096286846233e-05,False
1258,95652,0.0,5264.0,5.0512031876720834e-05,False
1259,95656,0.0,376.0,3.8844733343303336e-05,False
1260,95658,0.0,1098.0,4.607617656006756e-05,False
1261,95660,0.0,762.0,5.3083199577380263e-05,False
1262,95675,0.0,1534.0,5.3050497710183284e-05,False
1263,95676,0.0,490.0,3.936516149381057e-05,False
1264,95678,0.0,857.0,5.374509072601259e-05,False
1265,95680,2.0,28636.0,7.924155863016472e-05,False
1266,95682,0.0,193.0,5.404088743262696e-05,False
1267,95690,0.0,330.0,4.030189035891078e-05,False
